timestamp_unix,60,Ballen,30
1717850679,,93.0,
1717857526,93.0,,
1717866382,,,87.0
1717870274,,96.0,
1717877544,96.0,,
1717885777,,,89.0
1717889856,,97.0,
1717897537,98.0,,
1717905152,,,89.0
1717909416,,98.0,
1717917506,94.0,,
1717924508,,,84.0
1717928965,,92.0,
1717937478,93.0,,
1717943881,,,85.0
1717948542,,94.0,
1717957497,95.0,,
1717963284,,,87.0
1717968140,,96.0,
1717977493,97.0,,
1717982662,,,88.0
1717987703,,97.0,
1717997465,97.0,,
1718002021,,,86.0
1718007253,,96.0,
1718017433,97.0,,
1718021379,,,87.0
1718026807,,96.0,
1718037408,98.0,,
1718040743,,,87.0
1718046362,,98.0,
1718057376,100.0,,
1718060100,,,88.0
1718065909,,99.0,
1718077339,100.0,,
1718079443,,,87.0
1718085443,,98.0,
1718097283,95.0,,
1718098778,,,84.0
1718104974,,96.0,
1718117246,97.0,,
1718118131,,,86.0
1718124528,,97.0,
1718137219,99.0,,
1718137492,,,87.0
1718144078,,98.0,
1718156839,,,87.0
1718157175,100.0,,
1718163613,,98.0,
1718176176,,,84.0
1718177121,97.0,,
1718183143,,95.0,
1718195518,,,84.0
1718197076,96.0,,
1718202687,,96.0,
1718214885,,,86.0
1718217057,98.0,,
1718222247,,98.0,
1718234241,,,87.0
1718237022,100.0,,
1718241790,,98.0,
1718253582,,,86.0
1718256969,98.0,,
1718261320,,96.0,
1718272913,,,83.0
1718276925,95.0,,
1718280851,,95.0,
1718292266,,,84.0
1718296897,96.0,,
1718300405,,96.0,
1718311645,,,84.0
1718316876,97.0,,
1718319962,,96.0,
1718331003,,,97.0
1718336842,97.0,,
1718339508,,96.0,
1718350354,,,95.0
1718356803,94.0,,
1718359051,,93.0,
1718369715,,,95.0
1718376789,95.0,,
1718378617,,94.0,
1718389102,,,97.0
1718396788,96.0,,
1718398192,,95.0,
1718408480,,,97.0
1718416771,96.0,,
1718417754,,96.0,
1718427846,,,97.0
1718436746,95.0,,
1718437309,,94.0,
1718447207,,,95.0
1718456719,95.0,,
1718456862,,94.0,
1718476435,,96.0,
1718476711,96.0,,
1718486067,,,97.0
1718495996,,96.0,
1718496691,97.0,,
1718505429,,,97.0
1718515544,,96.0,
1718516657,95.0,,
1718524784,,,93.0
1718535093,,92.0,
1718536627,93.0,,
1718544152,,,92.0
1718554670,,94.0,
1718556629,95.0,,
1718563546,,,94.0
1718574247,,95.0,
1718576627,95.0,,
1718582927,,,94.0
1718593811,,95.0,
1718596608,95.0,,
1718602293,,,93.0
1718613365,,92.0,
1718616584,93.0,,
1718621662,,,92.0
1718632938,,94.0,
1718636586,94.0,,
1718641055,,,94.0
1718652519,,95.0,
1718656587,95.0,,
1718660451,,,97.0
1718672087,,96.0,
1718676570,96.0,,
1718679822,,,97.0
1718691643,,94.0,
1718696544,93.0,,
1718699185,,,94.0
1718711202,,94.0,
1718716532,94.0,,
1718718565,,,94.0
1718730784,,96.0,
1718736537,95.0,,
1718737955,,,97.0
1718750355,,96.0,
1718756524,96.0,,
1718757342,,,97.0
1718769914,,96.0,
1718776500,95.0,,
1718776707,,,97.0
1718789469,,94.0,
1718796071,,,95.0
1718796474,94.0,,
1718809035,,95.0,
1718815457,,,97.0
1718816482,95.0,,
1718828610,,97.0,
1718834836,,,98.0
1718836469,97.0,,
1718848168,,98.0,
1718854197,,,98.0
1718856438,97.0,,
1718867712,,95.0,
1718873547,,,94.0
1718876399,93.0,,
1718887260,,94.0,
1718892924,,,94.0
1718896387,94.0,,
1718906835,,95.0,
1718912312,,,94.0
1718916386,95.0,,
1718926407,,96.0,
1718931693,,,95.0
1718936375,95.0,,
1718945972,,94.0,
1718951077,,,93.0
1718956358,93.0,,
1718965538,,93.0,
1718970456,,,92.0
1718976355,94.0,,
1718985121,,94.0,
1718989856,,,92.0
1719004706,,96.0,
1719009249,,,93.0
1719016474,96.0,,
1719024279,,96.0,
1719028629,,,93.0
1719036468,95.0,,
1719043838,,94.0,
1719047997,,,88.0
1719056445,92.0,,
1719063403,,93.0,
1719067379,,,88.0
1719076460,94.0,,
1719082997,,95.0,
1719086784,,,90.0
1719096468,95.0,,
1719102577,,96.0,
1719106169,,,91.0
1719116456,95.0,,
1719122141,,95.0,
1719125541,,,88.0
1719136435,91.0,,
1719141701,,92.0,
1719144913,,,86.0
1719156446,93.0,,
1719161295,,94.0,
1719164323,,,87.0
1719176471,94.0,,
1719180888,,95.0,
1719183726,,,88.0
1719196472,95.0,,
1719200463,,96.0,
1719203109,,,88.0
1719216459,89.0,,
1719220028,,90.0,
1719222483,,,88.0
1719236465,89.0,,
1719239614,,90.0,
1719241890,,,90.0
1719256524,92.0,,
1719259239,,93.0,
1719261328,,,92.0
1719276554,94.0,,
1719278839,,94.0,
1719280747,,,93.0
1719296559,91.0,,
1719298419,,91.0,
1719300149,,,89.0
1719316561,87.0,,
1719317999,,88.0,
1719319544,,,86.0
1719336641,90.0,,
1719337640,,90.0,
1719339006,,,88.0
1719356701,92.0,,
1719357278,,92.0,
1719358448,,,89.0
1719376728,93.0,,
1719376880,,92.0,
1719377862,,,89.0
1719396467,,86.0,
1719396743,85.0,,
1719397262,,,82.0
1719416098,,88.0,
1719416712,,,83.0
1719416812,87.0,,
1719435754,,90.0,
1719436185,,,85.0
1719436899,89.0,,
1719455383,,90.0,
1719455631,,,86.0
1719456956,91.0,,
1719474995,,86.0,
1719475068,,,81.0
1719476994,86.0,,
1719494507,,,84.0
1719494618,,89.0,
1719497056,89.0,,
1719513962,,,84.0
1719514328,,91.0,
1719517117,91.0,,
1719533391,,,85.0
1719533941,,92.0,
1719537153,93.0,,
1719552804,,,85.0
1719553539,,92.0,
1719557172,91.0,,
1719572203,,,81.0
1719573125,,88.0,
1719577182,89.0,,
1719591632,,,83.0
1719592741,,91.0,
1719597238,91.0,,
1719611067,,,84.0
1719612357,,92.0,
1719617286,93.0,,
1719630484,,,85.0
1719631950,,93.0,
1719637297,93.0,,
1719649875,,,79.0
1719651527,,87.0,
1719657297,87.0,,
1719669285,,,79.0
1719671130,,88.0,
1719677358,89.0,,
1719688750,,,81.0
1719690776,,90.0,
1719697429,92.0,,
1719708191,,,84.0
1719710397,,92.0,
1719717465,93.0,,
1719727600,,,92.0
1719729990,,94.0,
1719737479,94.0,,
1719746999,,,94.0
1719749573,,94.0,
1719757481,94.0,,
1719766389,,,95.0
1719769150,,94.0,
1719777484,95.0,,
1719785780,,,96.0
1719788728,,96.0,
1719797479,95.0,,
1719805162,,,97.0
1719808296,,96.0,
1719817465,95.0,,
1719824536,,,95.0
1719827859,,94.0,
1719837451,95.0,,
1719843915,,,96.0
1719847427,,96.0,
1719857449,96.0,,
1719863301,,,97.0
1719866997,,97.0,
1719877433,97.0,,
1719882681,,,98.0
1719886553,,98.0,
1719897404,97.0,,
1719902042,,,97.0
1719906102,,96.0,
1719917373,96.0,,
1719921402,,,97.0
1719925652,,96.0,
1719937351,97.0,,
1719940771,,,98.0
1719945209,,98.0,
1719957326,98.0,,
1719960134,,,99.0
1719964759,,99.0,
1719977287,98.0,,
1719979495,,,98.0
1719984298,,98.0,
1719997245,97.0,,
1719998843,,,97.0
1720003838,,98.0,
1720017209,97.0,,
1720018208,,,98.0
1720023381,,98.0,
1720037176,99.0,,
1720037565,,,99.0
1720042926,,99.0,
1720056916,,,99.0
1720057136,98.0,,
1720062462,,99.0,
1720076261,,,98.0
1720077090,97.0,,
1720081996,,97.0,
1720095609,,,97.0
1720097049,97.0,,
1720101538,,98.0,
1720114973,,,98.0
1720117026,98.0,,
1720119454,,,
1720119688,,,
1720119879,,,
1720120026,,,
1720120175,,,
1720120365,,,
1720120533,,,
1720120611,,,
1720120813,,,
1720120889,,,
1720120981,,,
1720121090,,,
1720121163,,99.0,
1720121282,,,
1720121332,,,
1720121478,,,
1720121598,,,
1720121764,,,
1720121884,,,
1720122045,,,
1720122165,,,
1720122326,,,
1720122446,,,
1720134328,,,100.0
1720136990,100.0,,
1720140704,,100.0,
1720153671,,,98.0
1720156943,98.0,,
1720160234,,98.0,
1720163403,,,
1720163593,,,
1720164657,,,
1720164726,,,
1720167841,,,
1720173008,,,97.0
1720176894,97.0,,
1720179766,,98.0,
1720192358,,,96.0
1720199307,,98.0,
1720211713,,,97.0
1720216910,97.0,,
1720218851,,98.0,
1720231068,,,97.0
1720236875,97.0,,
1720238403,,98.0,
1720250421,,,92.0
1720256840,94.0,,
1720257945,,95.0,
1720276826,95.0,,
1720277505,,96.0,
1720289292,,,94.0
1720296823,97.0,,
1720297073,,98.0,
1720308660,,,95.0
1720316623,,99.0,
1720316794,98.0,,
1720328012,,,94.0
1720336160,,97.0,
1720336752,95.0,,
1720347358,,,89.0
1720355698,,94.0,
1720356716,93.0,,
1720366742,,,89.0
1720375274,,96.0,
1720376724,95.0,,
1720386133,,,91.0
1720394842,,97.0,
1720396719,96.0,,
1720405509,,,91.0
1720414397,,96.0,
1720416708,95.0,,
1720424872,,,92.0
1720427806,,,
1720433948,,92.0,
1720436684,91.0,,
1720444247,,,92.0
1720453530,,93.0,
1720456707,93.0,,
1720463668,,,93.0
1720473130,,94.0,
1720476733,94.0,,
1720483073,,,94.0
1720492711,,95.0,
1720496737,94.0,,
1720502472,,,94.0
1720512280,,91.0,
1720516730,87.0,,
1720521854,,,87.0
1720531861,,90.0,
1720536760,89.0,,
1720541287,,,87.0
1720551494,,92.0,
1720556826,91.0,,
1720560736,,,89.0
1720571109,,93.0,
1720576865,91.0,,
1720590704,,93.0,
1720595103,,,
1720599673,,,87.0
1720610289,,91.0,
1720613671,,,
1720617009,90.0,,
1720619082,,,86.0
1720629897,,93.0,
1720634847,,,
1720637052,93.0,,
1720638512,,,91.0
1720649499,,94.0,
1720653433,,,
1720657081,93.0,,
1720657920,,,93.0
1720669082,,94.0,
1720674609,,,
1720677086,93.0,,
1720677314,,,93.0
1720688660,,92.0,
1720693196,,,
1720696707,,,92.0
1720697100,92.0,,
1720708245,,94.0,
1720714371,,,
1720716116,,,94.0
1720717121,94.0,,
1720727838,,95.0,
1720732962,,,
1720735530,,,94.0
1720737134,95.0,,
1720747416,,96.0,
1720754138,,,
1720754918,,,94.0
1720757130,95.0,,
1720766983,,94.0,
1720772727,,,
1720774298,,,93.0
1720777120,93.0,,
1720786549,,94.0,
1720793685,,,94.0
1720793903,,,
1720797122,95.0,,
1720806132,,96.0,
1720812480,,,
1720813089,,,96.0
1720817130,96.0,,
1720825703,,97.0,
1720832467,,,97.0
1720833656,,,
1720837141,97.0,,
1720845255,,98.0,
1720851833,,,96.0
1720852222,,,
1720857111,95.0,,
1720864801,,96.0,
1720871191,,,94.0
1720873398,,,
1720877084,95.0,,
1720884355,,96.0,
1720890562,,,95.0
1720897068,97.0,,
1720903915,,98.0,
1720909934,,,96.0
1720913145,,,
1720917046,97.0,,
1720923466,,98.0,
1720929294,,,96.0
1720931704,,,
1720937015,96.0,,
1720943009,,96.0,
1720948647,,,92.0
1720952880,,,
1720956983,94.0,,
1720962558,,96.0,
1720968016,,,92.0
1720971447,,,
1720976976,95.0,,
1720982127,,96.0,
1720987401,,,93.0
1720992623,,,
1720996968,96.0,,
1721001690,,97.0,
1721006776,,,93.0
1721011189,,,
1721016949,96.0,,
1721021245,,96.0,
1721026144,,,91.0
1721032365,,,
1721036928,90.0,,
1721040798,,92.0,
1721045512,,,87.0
1721050935,,,
1721056938,92.0,,
1721060387,,93.0,
1721064941,,,87.0
1721072111,,,
1721076984,93.0,,
1721079988,,94.0,
1721084355,,,88.0
1721090681,,,
1721096997,94.0,,
1721099571,,94.0,
1721103752,,,93.0
1721111857,,,
1721116998,93.0,,
1721119155,,94.0,
1721123142,,,92.0
1721130432,,,
1721137002,94.0,,
1721138732,,95.0,
1721142538,,,94.0
1721151608,,,
1721157011,96.0,,
1721158314,,96.0,
1721161934,,,96.0
1721170179,,,
1721176999,96.0,,
1721177876,,97.0,
1721181319,,,96.0
1721191355,,,
1721196976,95.0,,
1721197429,,96.0,
1721200686,,,94.0
1721209916,,,
1721216956,93.0,,
1721216986,,94.0,
1721220056,,,93.0
1721231092,,,
1721236556,,96.0,
1721236954,95.0,,
1721239443,,,94.0
1721249642,,,
1721256127,,96.0,
1721256953,95.0,,
1721258827,,,95.0
1721270817,,,
1721275686,,96.0,
1721276938,95.0,,
1721278209,,,94.0
1721289364,,,
1721295248,,93.0,
1721296919,91.0,,
1721297576,,,90.0
1721310540,,,
1721314822,,93.0,
1721316926,92.0,,
1721316971,,,89.0
1721329104,,,
1721334414,,95.0,
1721336382,,,91.0
1721336950,94.0,,
1721350279,,,
1721353994,,96.0,
1721355778,,,92.0
1721356956,95.0,,
1721368841,,,
1721373561,,93.0,
1721375162,,,88.0
1721376950,90.0,,
1721390016,,,
1721393132,,91.0,
1721394553,,,85.0
1721396960,90.0,,
1721408592,,,
1721412741,,93.0,
1721413991,,,86.0
1721417004,92.0,,
1721429767,,,
1721432341,,94.0,
1721433412,,,87.0
1721437031,93.0,,
1721448329,,,
1721451936,,94.0,
1721452810,,,87.0
1721457039,91.0,,
1721469504,,,
1721471511,,89.0,
1721472200,,,81.0
1721477046,88.0,,
1721488086,,,
1721491123,,90.0,
1721491635,,,82.0
1721497113,90.0,,
1721509262,,,
1721510751,,92.0,
1721511080,,,83.0
1721517167,91.0,,
1721527836,,,
1721530357,,92.0,
1721530504,,,84.0
1721537198,91.0,,
1721549011,,,
1721549913,,,80.0
1721549950,,89.0,
1721557219,89.0,,
1721567612,,,
1721569335,,,81.0
1721569557,,91.0,
1721577272,91.0,,
1721588766,,,82.0
1721588788,,,
1721589175,,92.0,
1721597319,93.0,,
1721607383,,,
1721608188,,,83.0
1721608773,,94.0,
1721617334,95.0,,
1721627581,,,93.0
1721628355,,94.0,
1721628558,,,
1721637335,92.0,,
1721646964,,,93.0
1721647131,,,
1721647928,,93.0,
1721657337,93.0,,
1721667512,,94.0,
1721668307,,,
1721677352,94.0,,
1721685874,,,94.0
1721686880,,,
1721687092,,95.0,
1721697356,95.0,,
1721705258,,,94.0
1721706664,,94.0,
1721708056,,,
1721717350,94.0,,
1721724636,,,93.0
1721726231,,94.0,
1721726634,,,
1721737347,93.0,,
1721744019,,,94.0
1721745804,,94.0,
1721747810,,,
1721757353,95.0,,
1721763408,,,95.0
1721765382,,95.0,
1721766384,,,
1721777354,95.0,,
1721782800,,,95.0
1721784951,,96.0,
1721787559,,,
1721797344,95.0,,
1721802173,,,95.0
1721804513,,95.0,
1721806122,,,
1721817330,93.0,,
1721821546,,,94.0
1721824075,,94.0,
1721827297,,,
1721837328,95.0,,
1721840933,,,94.0
1721843648,,96.0,
1721845875,,,
1721857326,96.0,,
1721860311,,,96.0
1721863215,,97.0,
1721867050,,,
1721877308,96.0,,
1721879677,,,96.0
1721882769,,97.0,
1721885606,,,
1721897282,91.0,,
1721899034,,,92.0
1721902316,,92.0,
1721906782,,,
1721917274,93.0,,
1721918413,,,92.0
1721921889,,94.0,
1721925354,,,
1721937293,94.0,,
1721937815,,,92.0
1721941474,,95.0,
1721946530,,,
1721957213,,,93.0
1721957296,94.0,,
1721961047,,95.0,
1721965089,,,
1721976593,,,92.0
1721977291,94.0,,
1721980614,,94.0,
1721986265,,,
1721995982,,,91.0
1721997285,93.0,,
1722000181,,94.0,
1722004831,,,
1722015370,,,91.0
1722017290,93.0,,
1722019758,,95.0,
1722026007,,,
1722034757,,,92.0
1722037292,94.0,,
1722039331,,95.0,
1722044563,,,
1722054137,,,91.0
1722057286,93.0,,
1722058899,,94.0,
1722065738,,,
1722073524,,,89.0
1722077281,92.0,,
1722078467,,93.0,
1722084314,,,
1722092916,,,89.0
1722097294,93.0,,
1722098049,,94.0,
1722105489,,,
1722112323,,,92.0
1722117304,95.0,,
1722117632,,95.0,
1722124049,,,
1722131707,,,95.0
1722137200,,96.0,
1722137299,95.0,,
1722145225,,,
1722151082,,,94.0
1722156764,,94.0,
1722157287,93.0,,
1722163792,,,
1722170487,,,94.0
1722176332,,94.0,
1722177285,94.0,,
1722184968,,,
1722189880,,,95.0
1722195910,,96.0,
1722197292,95.0,,
1722203544,,,
1722209262,,,97.0
1722215475,,97.0,
1722217283,96.0,,
1722224720,,,
1722228629,,,96.0
1722235027,,95.0,
1722237259,93.0,,
1722243291,,,
1722247987,,,91.0
1722254577,,92.0,
1722257241,92.0,,
1722264467,,,
1722267379,,,92.0
1722274169,,94.0,
1722277280,94.0,,
1722283045,,,
1722286782,,,94.0
1722293751,,96.0,
1722297287,95.0,,
1722304220,,,
1722306164,,,94.0
1722313315,,96.0,
1722317276,95.0,,
1722322779,,,
1722325532,,,90.0
1722332871,,90.0,
1722337259,90.0,,
1722343955,,,
1722344909,,,88.0
1722352467,,92.0,
1722357294,92.0,,
1722362548,,,
1722364336,,,89.0
1722372073,,94.0,
1722377327,93.0,,
1722383720,,,
1722383745,,,89.0
1722391661,,94.0,
1722397340,93.0,,
1722402272,,,
1722403138,,,89.0
1722411237,,92.0,
1722417341,91.0,,
1722422524,,,86.0
1722423448,,,
1722430817,,92.0,
1722437364,91.0,,
1722441936,,,86.0
1722442044,,,
1722450419,,93.0,
1722457407,93.0,,
1722461360,,,87.0
1722463220,,,
1722470013,,94.0,
1722477423,94.0,,
1722480759,,,88.0
1722481786,,,
1722489591,,94.0,
1722497423,91.0,,
1722500148,,,84.0
1722502962,,,
1722509161,,91.0,
1722517431,90.0,,
1722519540,,,83.0
1722521547,,,
1722528761,,92.0,
1722537475,92.0,,
1722538965,,,84.0
1722542723,,,
1722548366,,94.0,
1722557502,93.0,,
1722558375,,,85.0
1722561303,,,
1722567952,,94.0,
1722577510,93.0,,
1722577795,,,84.0
1722582478,,,
1722587528,,90.0,
1722597181,,,82.0
1722597512,89.0,,
1722601056,,,
1722607114,,91.0,
1722616601,,,82.0
1722617553,92.0,,
1722622231,,,
1722626723,,93.0,
1722636016,,,84.0
1722637583,93.0,,
1722640811,,,
1722646313,,94.0,
1722657591,94.0,,
1722661987,,,
1722665888,,92.0,
1722674902,,,80.0
1722677587,89.0,,
1722680573,,,
1722685459,,90.0,
1722694301,,,80.0
1722697615,91.0,,
1722701749,,,
1722705067,,92.0,
1722713729,,,82.0
1722717656,93.0,,
1722720336,,,
1722724668,,92.0,
1722733148,,,82.0
1722737686,93.0,,
1722741511,,,
1722744253,,93.0,
1722752541,,,81.0
1722757692,91.0,,
1722760083,,,
1722763838,,91.0,
1722771928,,,80.0
1722777701,92.0,,
1722781258,,,
1722783422,,92.0,
1722791333,,,82.0
1722797733,94.0,,
1722799829,,,
1722803010,,94.0,
1722810729,,,82.0
1722817736,95.0,,
1722821005,,,
1722822583,,94.0,
1722830108,,,84.0
1722837728,93.0,,
1722839559,,,
1722842149,,92.0,
1722849483,,,90.0
1722857722,91.0,,
1722860735,,,
1722861717,,91.0,
1722868872,,,91.0
1722877740,93.0,,
1722879315,,,
1722881306,,92.0,
1722888275,,,92.0
1722897751,94.0,,
1722900491,,,
1722900889,,94.0,
1722907665,,,93.0
1722917749,94.0,,
1722919052,,,
1722920461,,94.0,
1722927054,,,90.0
1722937745,88.0,,
1722940028,,88.0,
1722940227,,,
1722946434,,,87.0
1722957784,91.0,,
1722958815,,,
1722959627,,90.0,
1722965866,,,87.0
1722977831,92.0,,
1722979239,,92.0,
1722979991,,,
1722985286,,,89.0
1722997854,93.0,,
1722998564,,,
1722998832,,92.0,
1723004688,,,88.0
1723017862,89.0,,
1723018414,,89.0,
1723019738,,,
1723024081,,,85.0
1723037886,91.0,,
1723038007,,90.0,
1723043498,,,85.0
1723057624,,92.0,
1723057927,93.0,,
1723059509,,,
1723062928,,,87.0
1723077216,,93.0,
1723077946,93.0,,
1723078081,,,
1723082327,,,87.0
1723096792,,92.0,
1723097948,92.0,,
1723099257,,,
1723101717,,,84.0
1723106676,,,
1723116366,,91.0,
1723117950,92.0,,
1723121117,,,84.0
1723125287,,,
1723135955,,92.0,
1723137981,93.0,,
1723140519,,,85.0
1723146527,,,
1723155537,,93.0,
1723157989,94.0,,
1723159912,,,86.0
1723165142,,,
1723175108,,93.0,
1723177984,93.0,,
1723179292,,,84.0
1723186382,,,
1723194673,,92.0,
1723197976,93.0,,
1723198680,,,84.0
1723205004,,,
1723214247,,92.0,
1723217981,93.0,,
1723218069,,,84.0
1723226243,,,
1723233826,,93.0,
1723237461,,,84.0
1723237987,94.0,,
1723244866,,,
1723253397,,93.0,
1723256853,,,84.0
1723257984,94.0,,
1723266106,,,
1723272961,,91.0,
1723276238,,,82.0
1723277972,91.0,,
1723284725,,,
1723292528,,90.0,
1723295632,,,81.0
1723297976,91.0,,
1723305965,,,
1723312124,,91.0,
1723315043,,,82.0
1723318005,92.0,,
1723324586,,,
1723331713,,92.0,
1723334444,,,82.0
1723338019,93.0,,
1723345825,,,
1723351292,,92.0,
1723353835,,,82.0
1723358022,91.0,,
1723364440,,,
1723370863,,87.0,
1723373218,,,79.0
1723378022,89.0,,
1723385680,,,
1723390462,,89.0,
1723392640,,,80.0
1723398076,91.0,,
1723404299,,,
1723410074,,91.0,
1723412065,,,81.0
1723418108,93.0,,
1723425539,,,
1723429664,,92.0,
1723431468,,,82.0
1723438115,93.0,,
1723444149,,,
1723449236,,88.0,
1723450851,,,76.0
1723458110,87.0,,
1723465388,,,
1723468820,,86.0,
1723470261,,,77.0
1723478163,91.0,,
1723483997,,,
1723488454,,88.0,
1723489715,,,79.0
1723505237,,,
1723508070,,90.0,
1723509146,,,79.0
1723518342,92.0,,
1723527670,,90.0,
1723528567,,,90.0
1723538359,87.0,,
1723545065,,,
1723547255,,86.0,
1723547967,,,86.0
1723558396,88.0,,
1723563690,,,
1723566883,,87.0,
1723567417,,,89.0
1723578469,90.0,,
1723584930,,,
1723586515,,89.0,
1723598517,91.0,,
1723603550,,,
1723606128,,90.0,
1723606398,,,90.0
1723618546,91.0,,
1723624790,,,
1723625726,,88.0,
1723625808,,,89.0
1723638567,89.0,,
1723645221,,,90.0
1723645323,,88.0,
1723658612,91.0,,
1723664650,,,92.0
1723664673,,,
1723664936,,90.0,
1723678655,92.0,,
1723683308,,,
1723684064,,,92.0
1723684536,,91.0,
1723698673,92.0,,
1723703477,,,91.0
1723704125,,90.0,
1723704548,,,
1723718687,89.0,,
1723722886,,,89.0
1723723177,,,
1723723712,,89.0,
1723738727,91.0,,
1723742313,,,90.0
1723743368,,90.0,
1723744417,,,
1723758761,93.0,,
1723761729,,,92.0
1723762968,,91.0,
1723763047,,,
1723778778,93.0,,
1723781130,,,92.0
1723782554,,91.0,
1723784287,,,
1723798785,91.0,,
1723800522,,,89.0
1723802133,,90.0,
1723802921,,,
1723818801,91.0,,
1723819923,,,89.0
1723821721,,90.0,
1723824160,,,
1723838826,92.0,,
1723839331,,,89.0
1723841315,,91.0,
1723842790,,,
1723858732,,,90.0
1723858842,93.0,,
1723860903,,92.0,
1723864030,,,
1723878138,,,89.0
1723878850,93.0,,
1723880483,,91.0,
1723882639,,,
1723897532,,,92.0
1723898860,93.0,,
1723900065,,92.0,
1723903879,,,
1723916928,,,93.0
1723918872,94.0,,
1723919658,,92.0,
1723922489,,,
1723936314,,,94.0
1723938872,94.0,,
1723939267,,93.0,
1723943729,,,
1723955693,,,94.0
1723958833,,93.0,
1723958864,94.0,,
1723975069,,,94.0
1723978398,,93.0,
1723978855,94.0,,
1723983582,,,
1723994448,,,95.0
1723997967,,94.0,
1723998851,95.0,,
1724002196,,,
1724013827,,,96.0
1724017542,,96.0,
1724018841,95.0,,
1724023436,,,
1724033195,,,97.0
1724037098,,96.0,
1724038821,95.0,,
1724042051,,,
1724052555,,,94.0
1724056647,,94.0,
1724058804,93.0,,
1724063290,,,
1724071932,,,94.0
1724076208,,94.0,
1724078796,94.0,,
1724081915,,,
1724091320,,,95.0
1724095781,,96.0,
1724098796,95.0,,
1724103155,,,
1724110697,,,96.0
1724115342,,96.0,
1724118780,96.0,,
1724121758,,,
1724130061,,,97.0
1724134892,,95.0,
1724138755,93.0,,
1724142998,,,
1724149419,,,93.0
1724154442,,92.0,
1724158736,92.0,,
1724161617,,,
1724168819,,,94.0
1724174023,,94.0,
1724178753,93.0,,
1724182857,,,
1724188216,,,95.0
1724193604,,94.0,
1724198759,95.0,,
1724201472,,,
1724207601,,,97.0
1724213175,,96.0,
1724218752,95.0,,
1724222711,,,
1724226974,,,94.0
1724232732,,94.0,
1724238732,94.0,,
1724241326,,,
1724246341,,,95.0
1724252304,,96.0,
1724258730,95.0,,
1724262566,,,
1724265724,,,96.0
1724271870,,96.0,
1724278717,97.0,,
1724281170,,,
1724285092,,,97.0
1724291421,,97.0,
1724298690,97.0,,
1724302410,,,
1724304457,,,96.0
1724310964,,95.0,
1724318659,93.0,,
1724323809,,,92.0
1724330511,,94.0,
1724338645,94.0,,
1724343191,,,92.0
1724350085,,94.0,
1724358650,95.0,,
1724360873,,,
1724362574,,,93.0
1724369654,,95.0,
1724378645,95.0,,
1724381950,,,94.0
1724382112,,,
1724389216,,95.0,
1724398631,92.0,,
1724400716,,,
1724401318,,,89.0
1724408772,,92.0,
1724418626,92.0,,
1724420707,,,89.0
1724421956,,,
1724428352,,93.0,
1724438647,93.0,,
1724440108,,,90.0
1724440573,,,
1724447935,,94.0,
1724458655,94.0,,
1724459497,,,89.0
1724461811,,,
1724467507,,94.0,
1724478653,93.0,,
1724480420,,,
1724487075,,90.0,
1724498367,,,85.0
1724498652,89.0,,
1724501660,,,
1724506655,,90.0,
1724517790,,,86.0
1724518697,91.0,,
1724526269,,92.0,
1724537223,,,87.0
1724538736,93.0,,
1724541523,,,
1724545868,,94.0,
1724556621,,,88.0
1724558746,95.0,,
1724560145,,,
1724565444,,94.0,
1724576000,,,86.0
1724578740,93.0,,
1724581385,,,
1724585006,,93.0,
1724595377,,,87.0
1724598739,94.0,,
1724600009,,,
1724604591,,94.0,
1724614764,,,87.0
1724618739,96.0,,
1724621249,,,
1724624158,,96.0,
1724634133,,,89.0
1724638723,97.0,,
1724639866,,,
1724643710,,96.0,
1724653527,,,87.0
1724658693,93.0,,
1724661105,,,
1724663253,,92.0,
1724672880,,,84.0
1724678670,93.0,,
1724679720,,,
1724682808,,94.0,
1724692264,,,86.0
1724698686,95.0,,
1724700960,,,
1724702382,,94.0,
1724711644,,,87.0
1724718677,96.0,,
1724719577,,,
1724721952,,96.0,
1724731020,,,87.0
1724738653,94.0,,
1724740816,,,
1724741500,,93.0,
1724750375,,,82.0
1724758625,91.0,,
1724759429,,,
1724761048,,90.0,
1724769756,,,83.0
1724778650,93.0,,
1724780640,,92.0,
1724780668,,,
1724789162,,,84.0
1724798663,95.0,,
1724799284,,,
1724800221,,94.0,
1724808549,,,84.0
1724818657,95.0,,
1724819786,,94.0,
1724820524,,,
1724827919,,,82.0
1724838639,89.0,,
1724839142,,,
1724839342,,88.0,
1724847288,,,80.0
1724858663,91.0,,
1724858931,,90.0,
1724860382,,,
1724866723,,,81.0
1724878539,,91.0,
1724878705,92.0,,
1724879009,,,
1724886138,,,82.0
1724898129,,92.0,
1724898725,93.0,,
1724900249,,,
1724905536,,,82.0
1724917708,,88.0,
1724918734,87.0,,
1724918877,,,
1724924924,,,77.0
1724937296,,88.0,
1724938760,89.0,,
1724940117,,,
1724944348,,,81.0
1724956926,,90.0,
1724958759,,,
1724958827,91.0,,
1724976532,,91.0,
1724978860,93.0,,
1724979998,,,
1724996118,,92.0,
1724998628,,,
1724998871,93.0,,
1725002809,,,81.0
1725015692,,92.0,
1725018874,93.0,,
1725019868,,,
1725022197,,,81.0
1725035270,,92.0,
1725038496,,,
1725038880,94.0,,
1725041585,,,82.0
1725054841,,94.0,
1725058872,95.0,,
1725059735,,,
1725060962,,,82.0
1725074400,,94.0,
1725078354,,,
1725078855,95.0,,
